Img_id,Leaf_pixel_ratio,Edge_pixel_ratio,EXG,EXR,VARI,Variety,FreshWeightShoot,DryWeightShoot,Height,Diameter,LeafArea,DMC
169,0.07111057692307687,0.008613782051282048,0.3254858938765292,0.12803695253093084,0.19744894134559834,Aphylion,54.6,2.77,13.5,16.1,1037.0,0.05073260073260073
170,0.06618429487179489,0.010649038461538418,0.3164443535849442,0.13004879549063852,0.18639555809430566,Aphylion,60.1,4.02,11.0,20.3,1073.6,0.06688851913477536
171,0.07974198717948722,0.009961538461538466,0.31954881514565187,0.13478247095376716,0.18476634419188476,Aphylion,53.9,2.89,12.4,17.0,1133.6,0.053617810760667906
172,0.04849358974358975,0.006626602564102524,0.30421989622973417,0.1307749345173261,0.17344496171240803,Aphylion,28.6,2.35,9.5,17.2,573.8,0.08216783216783216
173,0.07671474358974362,0.00765224358974359,0.30488277852011847,0.14190705149466165,0.1629757270254568,Aphylion,44.9,2.02,12.4,16.9,915.1,0.04498886414253898
174,0.1066714743589744,0.014624999999999999,0.3511953414559488,0.12691374756209006,0.22428159389385877,Aphylion,83.5,4.34,12.0,19.5,1469.7,0.051976047904191615
175,0.11839423076923072,0.01488141025641021,0.3346984026259908,0.13029704774055206,0.20440135488543873,Aphylion,70.1,3.36,14.5,22.2,1301.1,0.047931526390870186
176,0.093238782051282,0.010607371794871812,0.32896997155051927,0.1299292025528695,0.19904076899764972,Aphylion,78.1,4.1,12.3,17.4,1263.5,0.052496798975672214
177,0.12015705128205123,0.01234935897435896,0.335564046650203,0.12667047502159817,0.2088935716286048,Aphylion,79.8,3.81,12.1,22.1,1460.4,0.047744360902255645
178,0.11318589743589746,0.012469551282051294,0.3488627687673773,0.12891468544859885,0.21994808331877844,Aphylion,82.9,3.82,15.0,20.5,1529.5,0.04607961399276236
179,0.11110897435897438,0.014331730769230777,0.34480564018386756,0.1249131174639555,0.21989252271991205,Aphylion,88.1,4.68,11.2,19.5,1646.4,0.05312145289443814
180,0.11362820512820515,0.008637820512820471,0.03519918102096798,0.3191626047095206,-0.28396342368855265,Satine,70.0,3.28,12.0,21.6,1225.0,0.046857142857142854
181,0.07048878205128206,0.006179487179487131,-0.026121652532745614,0.33457147632950535,-0.360693128862251,Satine,31.9,1.66,11.3,19.0,725.3,0.05203761755485893
182,0.06873397435897433,0.005572115384615439,-0.11842486828827771,0.3790937154670703,-0.4975185837553481,Satine,39.1,2.13,9.2,18.0,695.6,0.05447570332480818
183,0.09988301282051282,0.01040865384615386,0.028136751109965736,0.3103642527232398,-0.2822275016132741,Satine,63.0,2.8,11.8,21.3,1076.2,0.04444444444444444
184,0.06911217948717951,0.006355769230769193,0.04056166882743108,0.2866590885411358,-0.2460974197137047,Satine,34.0,1.69,10.6,19.0,770.0,0.049705882352941176
185,0.07836538461538467,0.0065993589743589265,0.0014596787957242498,0.31636720493205345,-0.31490752613632916,Satine,40.1,2.11,10.0,19.0,772.4,0.05261845386533665
186,0.08242788461538464,0.005823717948717944,-0.08169494877383997,0.37584595428880757,-0.4575409030626476,Satine,49.6,2.78,10.3,18.4,952.2,0.05604838709677419
187,0.08989102564102569,0.007870192307692259,0.04805354127802062,0.2995888030819764,-0.2515352618039558,Satine,48.0,2.24,9.8,20.6,876.8,0.04666666666666667
188,0.09726762820512824,0.007399038461538443,0.08248592890268928,0.28047929230022595,-0.19799336339753668,Satine,61.6,2.8,11.9,20.4,1061.8,0.04545454545454545
189,0.08773717948717952,0.009828525641025654,0.05653422144706198,0.288345859403127,-0.23181163795606508,Satine,56.5,2.63,12.1,19.2,1001.3,0.04654867256637168
190,0.10960897435897432,0.011349358974358958,-0.020342985998612506,0.34556990921591746,-0.3659128952145299,Satine,68.5,2.95,10.8,21.4,1103.5,0.043065693430656936
191,0.10819551282051287,0.008991987179487126,0.02483297414797178,0.31133387916360156,-0.28650090501562986,Satine,56.0,2.49,9.5,21.7,986.2,0.04446428571428572
192,0.07914903846153842,0.006355769230769193,0.028894705603612094,0.300546076471287,-0.2716513708676749,Satine,37.5,1.95,11.3,21.3,740.5,0.052
193,0.12959615384615386,0.010873397435897436,-0.0640495116154857,0.3693749136495811,-0.4334244252650668,Satine,74.0,3.63,9.0,24.2,1153.4,0.04905405405405405
194,0.08770673076923075,0.007660256410256361,0.029222424121734803,0.3150072509688396,-0.2857848268471048,Satine,48.8,2.21,9.4,21.2,999.2,0.04528688524590164
195,0.13650320512820513,0.020371794871794857,0.32478328538356305,0.16620421491441437,0.15857907046914876,Lugano,113.0,5.37,12.0,20.0,1512.2,0.047522123893805314
196,0.10052243589743592,0.017756410256410282,0.29884622519955956,0.16772299226079568,0.1311232329387639,Lugano,78.0,3.85,11.0,19.0,1115.6,0.04935897435897436
197,0.1397163461538462,0.02588782051282046,0.3170017760828001,0.16688906221910968,0.15011271386369046,Lugano,127.0,6.3,12.0,21.0,2110.5,0.049606299212598425
198,0.17706570512820508,0.02491025641025646,0.29954712656198185,0.17438479987461808,0.12516232668736368,Lugano,142.0,6.54,11.0,24.0,2056.9,0.04605633802816901
199,0.10432371794871798,0.018187500000000023,0.3000192406747523,0.1565457390103674,0.1434735016643849,Lugano,78.0,4.41,13.0,19.5,1311.9,0.05653846153846154
200,0.12937339743589749,0.022033653846153856,0.30799408375726883,0.1753307878923486,0.1326632958649202,Lugano,101.0,5.03,12.0,22.0,1838.7,0.049801980198019805
201,0.14681570512820508,0.020237179487179513,0.30600992719294606,0.1685051371535021,0.137504790039444,Lugano,117.0,5.07,13.0,21.0,1889.2,0.043333333333333335
202,0.10916987179487181,0.01827403846153841,0.299073395428938,0.16850346717612535,0.13056992825281266,Lugano,88.0,4.42,14.0,18.0,1988.0,0.050227272727272725
203,0.1415432692307692,0.02187660256410251,0.3103031265792976,0.15533454269532904,0.15496858388396864,Lugano,112.0,5.76,11.0,22.0,1614.9,0.05142857142857143
204,0.16678205128205126,0.02885096153846156,0.3042484775294126,0.17284207307504662,0.13140640445436594,Lugano,135.0,6.33,12.0,24.0,2253.3,0.04688888888888889
205,0.15590064102564105,0.02329166666666671,0.3298974701595297,0.15805137606901912,0.1718460940905106,Lugano,161.0,6.4,13.0,24.0,2010.9,0.03975155279503106
206,0.1460721153846154,0.022075320512820462,0.3161041431455622,0.17082965913261405,0.1452744840129481,Lugano,141.0,6.42,13.0,22.0,2063.3,0.04553191489361702
207,0.13593750000000004,0.0046554487179487625,0.02433334868529236,0.26791412651168056,-0.24358077782638815,Salanova,55.0,3.88,10.0,23.0,1445.9,0.07054545454545455
208,0.16698397435897439,0.005902243589743561,0.11115475600589747,0.23027697204672903,-0.11912221604083155,Salanova,101.0,5.13,9.0,25.0,2139.4,0.05079207920792079
209,0.17208173076923072,0.005982371794871821,0.07075685517763287,0.2409182210483873,-0.17016136587075437,Salanova,85.0,5.02,8.0,25.0,2008.8,0.05905882352941176
210,0.1661121794871795,0.00593750000000004,0.045743393513795,0.26436040385704895,-0.218617010343254,Salanova,64.0,4.04,12.0,25.0,1568.2,0.063125
211,0.20605288461538462,0.008743589743589797,0.08746429830207655,0.24453652714685153,-0.15707222884477492,Salanova,110.0,6.04,12.0,28.0,2414.7,0.05490909090909091
212,0.1679935897435897,0.00536858974358978,0.050340438493632025,0.2636203113164506,-0.21327987282281852,Salanova,60.0,3.79,8.0,23.0,1822.1,0.06316666666666666
213,0.26274679487179486,0.010498397435897422,0.16510413751091707,0.2309177524106294,-0.06581361489971242,Salanova,118.0,6.1,14.0,33.0,2945.7,0.051694915254237285
214,0.1266891025641026,0.0060320512820513095,0.05402423994261457,0.23850896399317342,-0.18448472405055888,Salanova,57.0,3.7,9.0,21.0,1703.9,0.0649122807017544
215,0.16988782051282048,0.00745512820512817,0.07503142480753,0.25518171718135185,-0.18015029237382182,Salanova,90.0,4.94,10.5,27.0,2804.1,0.05488888888888889
216,0.19652564102564107,0.006620192307692285,0.05910074555871193,0.26864071123623395,-0.20953996567752195,Salanova,74.0,4.41,10.0,24.0,1928.0,0.059594594594594597
217,0.1683317307692308,0.00445032051282046,-0.007199472381640797,0.2778960343542011,-0.2850955067358419,Salanova,67.0,4.49,11.0,26.0,1626.2,0.06701492537313433
218,0.20092307692307687,0.006653846153846121,0.10164995737322464,0.24615696751243796,-0.14450701013921333,Salanova,96.0,4.81,11.0,27.0,2153.6,0.050104166666666665
219,0.1581442307692308,0.015342948717948723,0.3169241979986018,0.15616150276584423,0.16076269523275757,Aphylion,149.0,6.85,15.0,23.0,2255.6,0.045973154362416106
220,0.12498557692307688,0.01275801282051281,0.3125672403190792,0.15444285271078845,0.15812438760829076,Aphylion,107.0,5.34,14.0,22.0,1600.6,0.04990654205607477
221,0.22673237179487182,0.020280448717948762,0.35095027526553985,0.15469582374072094,0.196254451524819,Aphylion,178.0,7.35,17.0,27.0,2716.4,0.04129213483146067
222,0.14043589743589746,0.016458333333333353,0.33118882978373243,0.1536685955270021,0.1775202342567304,Aphylion,114.0,5.51,16.0,24.0,1878.4,0.04833333333333333
223,0.19637980769230767,0.019225961538461567,0.33605197777292845,0.14493041812492127,0.19112155964800712,Aphylion,163.0,6.82,15.0,26.0,2453.6,0.041840490797546016
224,0.14895993589743595,0.013868589743589732,0.31410462545493956,0.15831036361607945,0.15579426183886014,Aphylion,97.0,4.84,12.0,25.0,2224.8,0.04989690721649485
225,0.1662676282051282,0.020209935897435916,0.3296931961153117,0.14826857731649667,0.18142461879881505,Aphylion,157.0,7.16,14.0,22.0,2502.9,0.045605095541401276
226,0.14664102564102566,0.013157051282051246,0.35370200030333515,0.14640571941445776,0.20729628088887736,Aphylion,106.0,4.99,16.0,24.0,3350.6,0.04707547169811321
227,0.13147756410256406,0.014594551282051227,0.33023123572178004,0.15089653151897472,0.1793347042028053,Aphylion,129.0,6.16,16.5,20.0,1979.5,0.047751937984496125
228,0.17532371794871793,0.01512179487179488,0.30457314008994496,0.16164325891876197,0.14292988117118302,Aphylion,125.0,6.68,16.0,24.0,1856.6,0.053439999999999994
229,0.09987660256410258,0.005227564102564086,-0.06600559348706171,0.3830193914066106,-0.4490249848936723,Satine,71.0,3.69,11.0,21.0,1090.2,0.05197183098591549
230,0.11292147435897437,0.005503205128205124,-0.03228063646869962,0.35717370076958166,-0.38945433723828127,Satine,82.0,3.7,11.0,21.0,1212.5,0.0451219512195122
231,0.1003253205128205,0.003645833333333348,-0.1229448624859205,0.41200275868310215,-0.5349476211690226,Satine,64.0,3.53,10.0,20.0,1066.1,0.05515625
232,0.15330769230769226,0.008657051282051298,-0.018020826084879527,0.3639387461573841,-0.3819595722422635,Satine,95.0,4.31,11.0,21.0,1500.6,0.04536842105263157
233,0.12330288461538463,0.007267628205128163,-0.026500308661402763,0.35560684356811445,-0.3821071522295172,Satine,93.0,4.56,11.0,21.0,1568.5,0.049032258064516124
234,0.14879006410256412,0.008032051282051311,0.011970847657272068,0.34137014776091684,-0.32939930010364477,Satine,104.0,4.75,11.0,24.0,2059.2,0.04567307692307692
235,0.14058333333333328,0.00804647435897432,-0.013304101430212484,0.3591900020482745,-0.372494103478487,Satine,91.0,4.15,11.0,23.0,1329.4,0.04560439560439561
236,0.12294391025641027,0.008682692307692252,-0.05681502137386099,0.37611276062072396,-0.432927781994585,Satine,70.0,3.51,11.0,22.0,1237.5,0.05014285714285714
237,0.13277724358974363,0.006687499999999957,-0.06910047354197732,0.39128099158461616,-0.46038146512659356,Satine,102.0,5.21,10.0,25.0,1648.3,0.05107843137254902
238,0.1345480769230769,0.007439102564102518,-0.06004992391701061,0.3790869382214195,-0.43913686213843,Satine,93.0,4.59,13.0,19.5,1640.7,0.04935483870967742
239,0.11463301282051286,0.0056698717948717725,-0.08964096125702153,0.39788012007757684,-0.48752108133459837,Satine,84.0,4.35,13.0,20.0,1287.8,0.05178571428571428
240,0.12075320512820509,0.005575320512820503,-0.08811883809306677,0.39683219200125686,-0.48495103009432367,Satine,66.0,3.91,11.0,21.0,1251.4,0.05924242424242424
241,0.16574519230769236,0.020633012820512775,0.31284949802031276,0.16290886703064048,0.14994063098967228,Lugano,240.0,9.48,16.0,25.0,2705.0,0.0395
242,0.1768798076923077,0.016301282051282007,0.31915709776906687,0.14496490458328376,0.17419219318578308,Lugano,242.1,10.17,17.5,23.9,3501.7,0.04200743494423792
243,0.15501121794871797,0.02183173076923073,0.30971427998880635,0.15931949464921402,0.1503947853395923,Lugano,152.4,7.84,13.0,21.8,3768.0,0.051443569553805774
244,0.18141506410256414,0.025285256410256363,0.3267502833022272,0.15788702787833586,0.16886325542389133,Lugano,193.1,9.31,16.4,24.0,2715.4,0.048213360952874165
245,0.1544791666666666,0.03360096153846159,0.3067733715905794,0.1412834518688214,0.16548991972175803,Lugano,179.9,6.6,17.0,20.0,2612.8,0.036687048360200106
246,0.19435096153846154,0.034995192307692324,0.321025844822527,0.15027272412137216,0.1707531207011548,Lugano,224.1,8.61,15.0,24.5,3777.1,0.03842034805890227
247,0.11511217948717944,0.025025641025640977,0.3098684925175708,0.13963624975062136,0.17023224276694954,Lugano,125.8,7.17,13.5,20.0,1957.0,0.05699523052464229
248,0.17155769230769236,0.02631891025641031,0.3319918553613601,0.15864635101037494,0.17334550435098517,Lugano,175.0,8.23,15.0,23.5,2295.7,0.04702857142857143
249,0.18469070512820518,0.02501442307692303,0.3069455372094721,0.15587203138137198,0.15107350582810014,Lugano,173.6,7.54,14.8,23.1,3278.3,0.04343317972350231
250,0.27255929487179487,0.012565705128205096,0.1464031225347781,0.21918612980958138,-0.07278300727480322,Salanova,164.3,8.58,15.5,36.3,3855.3,0.052221545952525865
251,0.21889423076923076,0.00674038461538462,0.014941158969164536,0.2679305785944135,-0.2529894196252489,Salanova,116.5,7.04,13.5,29.0,2893.2,0.060429184549356224
252,0.19262179487179487,0.008657051282051298,0.19580036020470762,0.1906027336240182,0.005197626580689429,Salanova,128.7,7.18,12.9,28.4,2593.7,0.05578865578865579
253,0.20520833333333333,0.008241987179487209,0.1088138256042018,0.2237999492161383,-0.11498612361193647,Salanova,186.0,9.4,11.1,28.1,3979.1,0.05053763440860215
254,0.1965176282051282,0.006080128205128155,0.13903882415948227,0.2194207210068919,-0.08038189684740961,Salanova,155.5,8.03,14.0,25.3,3402.4,0.05163987138263665
255,0.20168108974358978,0.019129807692307654,0.1676247266679261,0.2117147609342053,-0.044090034266279256,Salanova,133.2,6.84,15.8,32.0,3089.2,0.051351351351351354
256,0.25511217948717946,0.02391987179487176,0.10860900390622544,0.23608398507137518,-0.12747498116514971,Salanova,207.5,10.38,16.5,33.3,5001.9,0.05002409638554217
257,0.19646153846153847,0.01666666666666672,0.14684940910575714,0.22600665045353444,-0.0791572413477773,Salanova,159.3,8.27,12.1,29.3,3828.6,0.05191462649089767
258,0.25427564102564104,0.010818910256410241,0.13085428613165534,0.22362546254962232,-0.09277117641796699,Salanova,145.4,7.63,15.5,36.0,3005.8,0.05247592847317744
259,0.1879391025641025,0.007573717948717973,0.1113720196550444,0.2247891659129568,-0.11341714625791241,Salanova,182.9,9.84,13.5,27.0,4013.5,0.053799890650628755
260,0.2285352564102564,0.008586538461538451,0.16359150476901121,0.20378998358152586,-0.040198478812514676,Salanova,128.3,8.47,15.0,33.1,4006.5,0.06601714731098987
261,0.14323557692307687,0.01125641025641022,0.31587994896276284,0.1494581563554622,0.16642179260730064,Aphylion,121.0,6.12,22.0,27.5,1994.0,0.05057851239669422
262,0.20583012820512825,0.01804006410256409,0.3358476280375284,0.13360013229135964,0.2022474957461687,Aphylion,164.8,9.24,17.5,30.6,2525.2,0.056067961165048544
263,0.22353365384615387,0.01764583333333336,0.33729608541370365,0.136679803734914,0.20061628167878964,Aphylion,261.9,12.31,20.5,25.0,3734.2,0.047002672775868656
264,0.1988461538461539,0.01886378205128203,0.33974406815010183,0.13542435404599457,0.2043197141041073,Aphylion,162.9,8.15,20.1,25.3,2979.7,0.050030693677102514
265,0.27768269230769227,0.023041666666666627,0.37784751233858105,0.13080580931848904,0.247041703020092,Aphylion,223.2,10.32,20.5,30.2,3261.9,0.04623655913978495
266,0.3311153846153846,0.022995192307692314,0.34382078848967856,0.14697386789949884,0.1968469205901797,Aphylion,245.6,9.59,22.0,34.0,3698.7,0.03904723127035831
267,0.18032532051282046,0.025600961538461586,0.34443046708339936,0.11523870759709935,0.22919175948630008,Aphylion,156.0,6.47,20.0,29.3,2395.0,0.04147435897435897
268,0.2598269230769231,0.041370192307692344,0.3430071631574026,0.13122811769684598,0.21177904546055662,Aphylion,196.3,9.19,23.0,35.0,3774.7,0.046816097809475286
269,0.24883814102564106,0.03771153846153841,0.33310316256359407,0.12710414397591685,0.20599901858767725,Aphylion,208.8,9.98,20.1,29.8,3805.5,0.047796934865900385
270,0.21176762820512818,0.014834935897435897,0.3144665477894685,0.1444342571289989,0.17003229066046963,Aphylion,229.8,9.75,22.5,27.5,3537.2,0.04242819843342036
271,0.2920384615384616,0.025431089743589763,0.3609062386837286,0.13289805250689168,0.228008186176837,Aphylion,303.1,12.62,21.5,30.0,4073.6,0.0416364236225668
272,0.26980448717948713,0.02503525641025639,0.3318819964628332,0.14704561765137134,0.18483637881146187,Aphylion,263.2,12.17,23.1,27.2,4606.6,0.04623860182370821
273,0.1595288461538461,0.008448717948717932,-0.014759077105093669,0.3636755015130965,-0.37843457861819013,Satine,143.0,6.44,16.5,25.0,1997.9,0.04503496503496504
274,0.11215705128205133,0.006405448717948681,-0.08411708039038127,0.3863404873625395,-0.4704575677529209,Satine,87.0,4.86,14.0,22.5,1447.3,0.05586206896551724
275,0.12613942307692305,0.003980769230769177,-0.11049482896548846,0.3928115070684395,-0.503306336033928,Satine,118.3,6.0,14.0,22.0,1508.7,0.0507185122569738
276,0.14038621794871797,0.007394230769230736,-0.0012030840481489476,0.34663257994792485,-0.34783566399607374,Satine,119.9,5.41,16.0,24.0,1707.4,0.0451209341117598
278,0.16016025641025644,0.008961538461538465,-0.038007813580954744,0.3770179892363514,-0.41502580281730617,Satine,137.2,6.71,18.3,27.0,1881.5,0.0489067055393586
279,0.15640865384615388,0.023858974358974328,0.025320096742908946,0.3145320224535928,-0.2892119257106838,Satine,134.4,6.16,16.5,22.2,1822.9,0.04583333333333333
280,0.13549519230769236,0.018540064102564147,-0.11396369449964575,0.4061762560490738,-0.5201399505487196,Satine,182.1,6.8,16.0,26.3,1748.4,0.037342119714442616
281,0.1482227564102564,0.020700320512820558,-0.0854792851842221,0.3832695863719416,-0.46874887155616357,Satine,130.9,6.64,15.2,21.3,2258.5,0.050725744843391894
282,0.15981250000000002,0.006945512820512811,-0.02394284372185675,0.35164962845966374,-0.37559247218152053,Satine,125.1,6.0,15.0,24.0,1977.0,0.047961630695443645
283,0.17068589743589746,0.008951923076923052,-0.0342126509442629,0.3544452999610336,-0.3886579509052966,Satine,147.4,7.04,14.5,21.0,1743.5,0.04776119402985075
284,0.14396474358974354,0.006432692307692278,-0.05586162502478936,0.36484057923580165,-0.420702204260591,Satine,117.4,6.09,14.5,23.0,1982.8,0.05187393526405451
285,0.18046634615384616,0.024323717948717904,0.32857869780485677,0.1791194676051424,0.1494592301997143,Lugano,318.4,12.65,17.0,24.0,3319.3,0.03972989949748744
286,0.2156634615384615,0.03122756410256411,0.30675262735294245,0.18182619411711323,0.12492643323582922,Lugano,320.1,11.84,18.0,27.5,3143.7,0.03698844111215245
287,0.19986378205128208,0.030174679487179445,0.31957716492433075,0.18619113986361982,0.13338602506071096,Lugano,318.4,12.66,17.0,26.0,3065.1,0.03976130653266332
288,0.18889423076923073,0.021908653846153814,0.30691222422346054,0.18318782427463046,0.1237243999488301,Lugano,337.1,12.81,15.0,25.5,3039.8,0.03800059329575793
289,0.20114102564102565,0.03138301282051281,0.32191163422849917,0.17722681285524672,0.14468482137325236,Lugano,285.8,10.43,17.0,26.5,3106.8,0.03649405178446466
290,0.1894535256410257,0.023107371794871767,0.3173252774423482,0.17567027217215556,0.14165500527019267,Lugano,282.8,10.67,16.0,27.0,2741.1,0.03772984441301273
291,0.13190544871794874,0.01986378205128203,0.30046322578760537,0.18690411320857728,0.11355911257902798,Lugano,180.9,9.35,13.0,21.0,2056.1,0.05168601437258153
292,0.26124358974358974,0.0433317307692308,0.3381372200322856,0.13270886042245902,0.20542835960982653,Lugano,372.6,14.17,17.0,32.0,3839.6,0.0380300590445518
293,0.16958173076923078,0.02895192307692307,0.3260258943389397,0.1401365387548763,0.1858893555840634,Lugano,221.5,8.29,17.0,26.0,2476.6,0.03742663656884875
294,0.19821794871794873,0.03229487179487178,0.340597060745425,0.12356470232240933,0.21703235842301574,Lugano,274.1,8.29,16.0,25.0,2628.9,0.03024443633710324
295,0.14373237179487175,0.02695993589743595,0.3108440656829147,0.14894913807002694,0.16189492761288773,Lugano,193.4,9.99,17.0,23.5,2067.2,0.05165460186142709
296,0.16075480769230766,0.0276746794871795,0.30673169346465395,0.1366699244973753,0.1700617689672787,Lugano,220.0,9.71,20.0,26.0,2494.8,0.04413636363636364
297,0.1970016025641026,0.036097756410256365,0.31779812777183036,0.12761845349739803,0.1901796742744323,Lugano,227.8,10.07,17.0,29.0,2648.4,0.044205443371378404
298,0.251051282051282,0.031028846153846157,0.32823380782648304,0.1585455581948333,0.1696882496316498,Lugano,315.8,12.95,15.0,30.0,5069.1,0.04100696643445218
299,0.21096314102564107,0.017846153846153845,0.30782940841862094,0.16693227620762896,0.1408971322109919,Lugano,300.0,11.24,15.0,29.0,3646.3,0.03746666666666667
300,0.2123846153846154,0.02477243589743594,0.3087947994015748,0.17675793293963657,0.13203686646193827,Lugano,284.4,9.44,16.5,29.0,3095.6,0.03319268635724332
301,0.21736538461538457,0.019934294871794878,0.3143338944341425,0.164489389784004,0.1498445046501385,Lugano,325.1,11.26,16.5,26.5,4068.8,0.034635496770224546
302,0.2792692307692307,0.03931089743589744,0.32728164627569806,0.16965979366118367,0.15762185261451434,Lugano,392.0,12.68,16.5,29.0,4062.0,0.0323469387755102
303,0.19189423076923073,0.02720833333333328,0.3052929516248247,0.1770773798260835,0.1282155717987412,Lugano,218.5,9.53,18.0,25.0,2803.8,0.043615560640732264
304,0.15937500000000004,0.01564583333333336,0.29246734288049797,0.17534178939631329,0.1171255534841847,Lugano,206.8,7.99,18.0,24.5,2604.8,0.038636363636363635
305,0.16295192307692308,0.022903846153846108,0.3320930896900744,0.11958490300425778,0.2125081866858167,Lugano,335.8,9.93,17.0,26.0,3077.6,0.029571173317450863
306,0.24337820512820518,0.04313301282051285,0.34119314428413267,0.12043929183850519,0.22075385244562748,Lugano,395.9,15.96,18.0,31.0,3896.4,0.040313210406668354
307,0.15918429487179486,0.022791666666666655,0.3176194646259583,0.13654554458078877,0.18107392004516953,Lugano,278.2,10.51,20.0,27.0,2605.4,0.037778576563623295
308,0.16260737179487184,0.022479166666666717,0.32430715821228573,0.13602012819577305,0.18828703001651267,Lugano,198.5,9.33,14.2,20.2,2922.8,0.047002518891687654
310,0.17177243589743585,0.026133012820512835,0.2864343572609852,0.13964941144279708,0.1467849458181881,Lugano,311.0,10.89,18.0,27.0,3208.4,0.035016077170418006
311,0.2022804487179487,0.028802884615384605,0.32211257151789197,0.12638267293640854,0.19572989858148346,Lugano,355.4,12.36,17.0,26.0,3571.3,0.03477771525042206
312,0.2828814102564102,0.010636217948717941,0.07599502982176251,0.2656775565710542,-0.1896825267492917,Salanova,286.4,14.14,18.5,34.5,5463.7,0.049371508379888275
313,0.23899198717948722,0.009597756410256397,0.06950993820998277,0.2559294025130539,-0.1864194643030711,Salanova,197.7,10.95,15.5,30.5,3694.1,0.05538694992412747
314,0.19555608974358973,0.012937500000000046,0.10581631400430086,0.24235704641284697,-0.13654073240854614,Salanova,167.7,7.8,15.0,28.0,2918.4,0.046511627906976744
315,0.25632692307692306,0.009661858974359006,0.06051881631742328,0.28697589611257807,-0.22645707979515475,Salanova,207.7,11.0,15.0,30.5,3928.0,0.05296100144439095
316,0.2531923076923077,0.013722756410256443,0.07761197445202894,0.2736555877548035,-0.1960436133027745,Salanova,220.9,12.13,15.0,29.0,3986.3,0.0549117247623359
317,0.2043076923076923,0.012326923076923069,0.1210235492528395,0.2598989131577351,-0.13887536390489552,Salanova,187.4,8.76,14.5,29.0,3369.7,0.046744930629669154
318,0.248511217948718,0.01599679487179484,0.09331902307968551,0.27857909886599247,-0.18526007578630704,Salanova,180.4,10.69,14.0,33.0,3714.5,0.059257206208425714
319,0.2712964743589743,0.01561057692307688,0.20490854142920784,0.1914572858987448,0.013451255530463023,Salanova,254.6,13.03,17.0,31.3,4964.8,0.0511783189316575
320,0.23651762820512823,0.01608333333333334,0.19927741384510414,0.19362340315572668,0.005654010689377447,Salanova,172.0,8.53,12.2,34.2,3059.6,0.049593023255813946
321,0.2550192307692307,0.01442147435897434,0.15019204987805015,0.22312704028919816,-0.07293499041114802,Salanova,216.6,11.55,16.0,34.0,4143.9,0.053324099722991694
323,0.17760737179487185,0.008762820512820513,0.16344361257650397,0.1959488959012107,-0.032505283324706764,Salanova,173.4,7.36,14.3,27.5,3163.1,0.04244521337946944
324,0.2205208333333334,0.014128205128205118,0.15486983449847247,0.20306893228011408,-0.048199097781641595,Salanova,179.9,10.56,12.0,37.0,3626.7,0.05869927737632018
325,0.234224358974359,0.013285256410256463,0.12151210706121073,0.2245866368152732,-0.10307452975406248,Salanova,259.4,12.56,17.1,34.0,5194.0,0.04841942945258289
326,0.279926282051282,0.01236378205128208,0.1284375322989697,0.25053029665642945,-0.12209276435745975,Salanova,165.6,9.41,15.0,27.5,3218.9,0.05682367149758454
327,0.25988782051282056,0.010463141025641054,0.16019958530852887,0.24987180887325725,-0.08967222356472841,Salanova,158.3,7.88,15.0,33.0,3358.8,0.04977890082122552
328,0.3100064102564103,0.013048076923076968,0.1307977424774217,0.2536872179007191,-0.12288947542329752,Salanova,235.6,11.04,17.0,33.5,5348.1,0.046859083191850594
329,0.31120512820512825,0.011493589743589716,0.15823235558819967,0.23780543240455237,-0.07957307681635269,Salanova,324.1,13.9,16.5,32.0,6365.0,0.04288799753162604
330,0.2441554487179487,0.01045352564102564,0.19037365271315307,0.20459721844491283,-0.014223565731759757,Salanova,240.1,8.94,17.0,29.0,4112.6,0.03723448563098709
331,0.252625,0.010721153846153797,0.16132450974396598,0.22353065014243045,-0.06220614039846455,Salanova,226.4,11.13,13.0,34.0,4457.2,0.04916077738515901
333,0.08949519230769232,0.008113782051282104,-0.0022770936600111187,0.25414065119055335,-0.25641774485056446,Salanova,95.8,6.96,9.0,12.3,1976.0,0.07265135699373695
334,0.29286378205128205,0.016139423076923065,0.12493358732238154,0.22550867207567327,-0.10057508475329179,Salanova,229.2,11.69,15.4,39.2,4279.3,0.05100349040139616
335,0.2764407051282052,0.015971153846153885,0.17913616914074393,0.1863225528530854,-0.007186383712341443,Salanova,268.4,12.11,17.0,33.0,5088.8,0.04511922503725783
336,0.2444663461538461,0.01589583333333333,0.16627811447270613,0.19552608748520853,-0.02924797301250244,Salanova,213.8,11.07,13.5,31.3,4332.9,0.05177736202057998
337,0.2256217948717949,0.013850961538461548,0.117776913949108,0.22517836265556962,-0.1074014487064616,Salanova,279.4,12.87,16.0,30.1,4226.5,0.046062992125984255
338,0.16183493589743592,0.010280448717948754,0.08743616512083024,0.22168502013721983,-0.1342488550163896,Salanova,184.2,10.42,13.6,22.5,3987.9,0.056568946796959826
339,0.29568108974358975,0.01516506410256413,0.14388660184559776,0.22923828599812562,-0.0853516841525279,Salanova,273.4,13.23,16.0,34.0,4905.0,0.048390636430138995
340,0.25059615384615386,0.01723717948717951,0.13514401881569604,0.2160319058733964,-0.08088788705770035,Salanova,241.9,8.98,13.0,29.5,4365.1,0.03712277800744109
341,0.24963141025641022,0.01443589743589746,0.1728954112404933,0.18140781177674012,-0.008512400536246797,Salanova,219.1,11.51,18.0,35.2,4557.3,0.05253308991328161
